0.0586759;0.0735214;0.150167
0.112086;0.144803;0.295551
0.179987;0.232145;0.459601
0.207936;0.289172;0.591103
0.247334;0.353093;0.726489
0.392029;0.509825;0.964984
0.402228;0.561399;1.07987
0.459279;0.640935;1.243
0.514376;0.729076;1.41132
0.564382;0.799932;1.56683
